
code	|	taxid	|	primary taxid	|	taxname
1	|	357240	|	357240	|	Franconibacter helveticus
1	|	357276	|	357276	|	Phocaeicola dorei
1	|	357441	|	357441	|	Enterococcus lactis
1	|	357446	|	357446	|	Ceratocystis albifundus
1	|	358742	|	358742	|	Enterocloster aldenensis
1	|	358743	|	358743	|	Enterocloster citroniae
1	|	359110	|	359110	|	Pseudomonas extremaustralis
1	|	360807	|	360807	|	Roseburia inulinivorans
1	|	361101	|	361101	|	Streptococcus pseudoporcinus
1	|	361277	|	361277	|	Terribacillus saccharophilus
1	|	361575	|	361575	|	Pseudarthrobacter phenanthrenivorans
1	|	363952	|	363952	|	Comamonas thiooxydans
1	|	364410	|	364410	|	Granulibacter bethesdensis
1	|	365349	|	365349	|	Pelosinus fermentans
1	|	367190	|	367190	|	Yersinia similis
1	|	368603	|	368603	|	Morganella psychrotolerans
1	|	371601	|	371601	|	Bacteroides xylanisolvens
1	|	372787	|	372787	|	Fischerella thermalis
1	|	375175	|	375175	|	Loigolactobacillus backii
1	|	376620	|	376620	|	Gluconobacter japonicus
1	|	376820	|	376820	|	Mannheimia virus PHL101
1	|	379064	|	379064	|	Cyanobacterium aponinum
1	|	379097	|	379097	|	Vibrio sinaloensis
1	|	379347	|	379347	|	Epibacterium mobile
1	|	379893	|	379893	|	Trabulsiella odontotermitis
1	|	380021	|	380021	|	Pseudomonas protegens
1	|	386414	|	386414	|	Prevotella timonensis
1	|	386891	|	386891	|	Moraxella bovoculi
1	|	387090	|	387090	|	Phocaeicola coprophilus
1	|	387661	|	387661	|	Parabacteroides johnsonii
1	|	390842	|	390842	|	Lentilactobacillus parafarraginis
1	|	391228	|	391228	|	Beet curly top Iran virus
1	|	392030	|	392030	|	Rotaria magnacalcarata
1	|	392032	|	392032	|	Rotaria socialis
1	|	392033	|	392033	|	Rotaria sordida
1	|	392416	|	392416	|	Companilactobacillus crustorum
1	|	393664	|	393664	|	Rhizobium cellulosilyticum
1	|	393921	|	393921	|	Porphyromonas crevioricanis
1	|	394751	|	394751	|	Pseudoalteromonas arctica
1	|	394935	|	394935	|	Chromobacterium haemolyticum
1	|	396323	|	396323	|	Acinetobacter brisouii
1	|	400121	|	400121	|	Gull circovirus
1	|	400946	|	400946	|	Wohlfahrtiimonas chitiniclastica
1	|	401562	|	401562	|	Aureimonas ureilytica
1	|	401619	|	401619	|	Candidatus Riesia pediculicola
1	|	404941	|	404941	|	Mycobacteroides salmoniphilum
1	|	408139	|	408139	|	Leptospira kmetyi
1	|	409322	|	409322	|	Treponema pedis
1	|	409998	|	409998	|	Leptospira wolffii
1	|	410072	|	410072	|	Coprococcus comes
1	|	412384	|	412384	|	Priestia aryabhattai
1	|	413497	|	413497	|	Cronobacter dublinensis
1	|	413501	|	413501	|	Cronobacter muytjensii
1	|	413502	|	413502	|	Cronobacter turicensis
1	|	413503	|	413503	|	Cronobacter malonaticus
1	|	415593	|	415593	|	Venturia pyrina
1	|	416943	|	416943	|	Paraburkholderia caballeronis
1	|	417368	|	417368	|	Enterococcus thailandicus
1	|	418240	|	418240	|	Blautia wexlerae
1	|	418719	|	418719	|	Marinobacter salsuginis
1	|	419005	|	419005	|	Prevotella amnii
1	|	419015	|	419015	|	Alloscardovia omnicolens
1	|	419257	|	419257	|	Yersinia massiliensis
1	|	419475	|	419475	|	Brucella pseudogrignonensis
1	|	420645	|	420645	|	Lactobacillus equicursoris
1	|	420952	|	420952	|	Paraburkholderia bryophila
1	|	421010	|	421010	|	Hippeastrum mosaic virus
1	|	421767	|	421767	|	Peribacillus butanolivorans
1	|	426114	|	426114	|	Thiomonas arsenitoxydans
1	|	430531	|	430531	|	Burkholderia humptydooensis
1	|	431269	|	431269	|	Mycolicibacterium setense
1	|	433720	|	433720	|	Adineta steineri
1	|	435897	|	435897	|	Lysobacter capsici
1	|	435910	|	435910	|	Franconibacter pulveris
1	|	436515	|	436515	|	Variovorax boronicumulans
1	|	437897	|	437897	|	Megamonas funiformis
1	|	438356	|	438356	|	Cercospora sojina
1	|	438744	|	438744	|	Halomonas caseinilytica
1	|	440079	|	440079	|	Aeromonas bivalvium
1	|	442694	|	442694	|	Xanthomonas perforans
1	|	446660	|	446660	|	Adlercreutzia equolifaciens
1	|	446692	|	446692	|	Acetobacter senegalensis
1	|	447106	|	447106	|	Leptospira licerasiae
1	|	447135	|	447135	|	Myodes glareolus
1	|	449659	|	449659	|	Ligilactobacillus pobuzihii
1	|	450367	|	450367	|	[Brevibacterium] frigoritolerans
1	|	451644	|	451644	|	Mycolicibacterium conceptionense
1	|	453050	|	453050	|	Sweet potato virus 2
1	|	454171	|	454171	|	Chthonomonas calidirosea
1	|	455432	|	455432	|	Nocardia terpenica
1	|	456327	|	456327	|	Xanthomonas euvesicatoria
1	|	456999	|	456999	|	Rhizoctonia solani
1	|	458197	|	458197	|	Serratia nematodiphila
1	|	458836	|	458836	|	Paraburkholderia sediminicola
1	|	459472	|	459472	|	Planomicrobium glaciei
1	|	459526	|	459526	|	Flavobacterium anhuiense
1	|	460519	|	460519	|	Komagataella phaffii
1	|	463360	|	463360	|	Chickpea chlorotic dwarf virus
1	|	463676	|	463676	|	Rhinovirus C
1	|	467085	|	467085	|	Candidatus Symbiothrix dinenymphae
1	|	470150	|	470150	|	Pseudomonas taiwanensis
1	|	470565	|	470565	|	Prevotella histicola
1	|	470868	|	470868	|	Achromobacter marplatensis
1	|	470933	|	470933	|	Pantoea eucalypti
1	|	470934	|	470934	|	Pantoea vagans
1	|	471189	|	471189	|	Gordonibacter pamelaeae
1	|	472694	|	472694	|	Pantoea brenneri
1	|	474922	|	474922	|	Colletotrichum gloeosporioides
1	|	479117	|	479117	|	Brevibacterium ravenspurgense
1	|	481446	|	481446	|	Phaeobacter italicus
1	|	482957	|	482957	|	Burkholderia lata
1	|	483913	|	483913	|	Bacillus inaquosorum
1	|	484184	|	484184	|	Paenibacillus taichungensis
1	|	486698	|	486698	|	Mycobacterium riyadhense
1	|	487174	|	487174	|	Barnesiella intestinihominis
1	|	487175	|	487175	|	Parasutterella excrementihominis
1	|	487316	|	487316	|	Acinetobacter soli
1	|	487514	|	487514	|	Mycobacterium kyorinense
1	|	487698	|	487698	|	Stenotrophomonas pavanii
1	|	488446	|	488446	|	Burkholderia latens
1	|	488447	|	488447	|	Burkholderia contaminans
1	|	488729	|	488729	|	Burkholderia metallica
1	|	488731	|	488731	|	Burkholderia seminalis
1	|	488732	|	488732	|	Burkholderia diffusa
1	|	489632	|	489632	|	Pseudomonas chengduensis
1	|	491921	|	491921	|	Megamonas rupellensis
1	|	492670	|	492670	|	Bacillus velezensis
1	|	498019	|	498019	|	[Candida] auris
1	|	501571	|	501571	|	Butyricicoccus pullicaecorum
1	|	502049	|	502049	|	Thalassospira profundimaris
1	|	504487	|	504487	|	Jejuia pallidilutea
1	|	505249	|	505249	|	Malaciobacter marinus
1	|	505252	|	505252	|	Marivita cryptomonadis
1	|	508451	|	508451	|	Lactobacillus taiwanensis
1	|	511998	|	511998	|	Aliivibrio finisterrensis
1	|	512402	|	512402	|	Mycolicibacter heraklionensis
1	|	512643	|	512643	|	Photobacterium aquimaris
1	|	515393	|	515393	|	Pseudomonas yamanorum
1	|	523103	|	523103	|	Trichophyton mentagrophytes
1	|	528191	|	528191	|	Paenibacillus xylanexedens
1	|	529731	|	529731	|	Listeria marthii
1	|	535744	|	535744	|	Cronobacter universalis
1	|	536079	|	536079	|	Human mastadenovirus G
1	|	538381	|	538381	|	Stappia indica
1	|	539813	|	539813	|	Enterobacter mori
1	|	540070	|	540070	|	Common midwife toad virus
1	|	540747	|	540747	|	Roseovarius indicus
1	|	542832	|	542832	|	Peronospora effusa
1	|	544580	|	544580	|	Actinomyces oris
1	|	544581	|	544581	|	Actinomyces johnsonii
1	|	544645	|	544645	|	Butyricimonas virosa
1	|	544718	|	544718	|	Aliarcobacter thereius
1	|	546367	|	546367	|	Hafnia paralvei
1	|	547163	|	547163	|	Mycobacterium vulneris
1	|	553239	|	553239	|	Vibrio breoganii
1	|	553611	|	553611	|	Photobacterium leiognathi
1	|	553814	|	553814	|	Acidovorax carolinensis
1	|	554344	|	554344	|	Pseudomonas toyotomiensis
1	|	556287	|	556287	|	Candidatus Liberibacter solanacearum
1	|	558537	|	558537	|	Delftia lacustris
1	|	558541	|	558541	|	Shewanella chilikensis
1	|	560555	|	560555	|	Mycobacterium mantenii
1	|	561184	|	561184	|	Mameliella alba
1	|	561879	|	561879	|	Bacillus safensis
1	|	566027	|	566027	|	Micrococcus yunnanensis
1	|	568098	|	568098	|	Salipiger aestuarii
1	|	570156	|	570156	|	Pseudoalteromonas lipolytica
1	|	571256	|	571256	|	Brucella pituitosa
1	|	573658	|	573658	|	Candidatus Hodgkinia cicadicola
1	|	574096	|	574096	|	Pantoea allii
1	|	574560	|	574560	|	Photorhabdus temperata
1	|	574561	|	574561	|	Rhizobium pisi
1	|	574930	|	574930	|	Parabacteroides gordonii
1	|	574964	|	574964	|	Rahnella variigena
1	|	574987	|	574987	|	Gluconobacter sphaericus
1	|	576117	|	576117	|	Celeribacter halophilus
1	|	576610	|	576610	|	Polynucleobacter necessarius
1	|	576611	|	576611	|	Polynucleobacter asymbioticus
1	|	580165	|	580165	|	Bacillus cytotoxicus
1	|	580937	|	580937	|	Paraburkholderia metrosideri
1	|	582680	|	582680	|	Microbacterium azadirachtae
1	|	582702	|	582702	|	Rhodanobacter glycinis
1	|	586733	|	586733	|	Staphylococcus devriesei
1	|	587753	|	587753	|	Pseudomonas chlororaphis
1	|	588596	|	588596	|	Rhizophagus irregularis
1	|	588932	|	588932	|	Brevundimonas naejangsanensis
1	|	589437	|	589437	|	Prevotella scopos
1	|	591154	|	591154	|	Methylacidiphilum fumariolicum
1	|	592978	|	592978	|	Mediterraneibacter faecis
1	|	594679	|	594679	|	Allofrancisella guangzhouensis
1	|	604330	|	604330	|	Parafannyhessea umbonata
1	|	622488	|	622488	|	Francisella hispaniensis
1	|	626929	|	626929	|	Bacteroides clarus
1	|	626932	|	626932	|	Alistipes indistinctus
1	|	626935	|	626935	|	Collinsella tanakaei
1	|	626937	|	626937	|	Christensenella minuta
1	|	633417	|	633417	|	Aeromonas taiwanensis
1	|	647910	|	647910	|	Listeria rocourtiae
1	|	648995	|	648995	|	Rhizobium pusense
1	|	649756	|	649756	|	Anaerostipes hadrus
1	|	651740	|	651740	|	Pseudomonas cedrina
1	|	656366	|	656366	|	Arthrobacter alpinus
1	|	657445	|	657445	|	Francisella noatunensis
1	|	658057	|	658057	|	Pacificibacter marinus
1	|	658457	|	658457	|	Pseudomonas composti
1	|	659243	|	659243	|	Bacillus siamensis
1	|	663557	|	663557	|	Mycobacterium virus Peaches
1	|	664662	|	664662	|	Borreliella bavariensis
1	|	664683	|	664683	|	Halomonas titanicae
1	|	665099	|	665099	|	Cytobacillus oceanisediminis
1	|	665913	|	665913	|	Mixta calida
1	|	666685	|	666685	|	Rhodanobacter denitrificans
1	|	669041	|	669041	|	Tenacibaculum dicentrarchi
1	|	671267	|	671267	|	Phocaeicola sartorii
1	|	673372	|	673372	|	Vibrio casei
1	|	674529	|	674529	|	Bacteroides faecis
1	|	680127	|	680127	|	Chryseobacterium culicis
1	|	681192	|	681192	|	Lycocorax pyrrhopterus
1	|	688394	|	688394	|	Lichtheimia ramosa
1	|	690256	|	690256	|	Colletotrichum fructicola
1	|	690259	|	690259	|	Colletotrichum siamense
1	|	693066	|	693066	|	Bovine rhinitis B virus
1	|	693153	|	693153	|	Vibrio atlanticus
1	|	693997	|	693997	|	Alphacoronavirus 1
1	|	694005	|	694005	|	Murine coronavirus
1	|	694009	|	694009	|	Severe acute respiratory syndrome-related coronavirus
1	|	694014	|	694014	|	Avian coronavirus
1	|	694270	|	694270	|	Fusarium longipes
1	|	696485	|	696485	|	Vibrio owensii
1	|	701042	|	701042	|	Mycobacterium marseillense
1	|	702114	|	702114	|	Methylomonas koyamae
1	|	703342	|	703342	|	Myroides marinus
1	|	706570	|	706570	|	Pseudomonas flexibilis
1	|	708197	|	708197	|	Colletotrichum tofieldiae
1	|	709876	|	709876	|	Micromonospora noduli
1	|	710243	|	710243	|	Colletotrichum fioriniae
1	|	714549	|	714549	|	Hydrotalea flava
1	|	717267	|	717267	|	Curvie emesia
1	|	722472	|	722472	|	Bradyrhizobium lablabi
1	|	745368	|	745368	|	Gemmiger formicilis
1	|	746128	|	746128	|	Aspergillus fumigatus
1	|	747656	|	747656	|	Streptococcus danieliae
1	|	749589	|	749589	|	Didymella pinodes
1	|	756892	|	756892	|	Acinetobacter indicus
1	|	759620	|	759620	|	Weissella ceti
1	|	762209	|	762209	|	Bifidobacterium callitrichos
1	|	766224	|	766224	|	Vibrio jasicida
1	|	767483	|	767483	|	Fusarium temperatum
1	|	767916	|	767916	|	Mycobacterium paraense
1	|	796937	|	796937	|	Peptoanaerobacter stomatis
1	|	857276	|	857276	|	Cryptosporidium ubiquitum
1	|	859650	|	859650	|	Turnip curly top virus
1	|	861445	|	861445	|	Psychrobacter sanguinis
1	|	861561	|	861561	|	Cyrtanthus elatus virus A
1	|	863227	|	863227	|	Trinickia symbiotica
1	|	863372	|	863372	|	Herbaspirillum huttiense
1	|	871665	|	871665	|	Blautia faecis
1	|	875328	|	875328	|	Mycolicibacter sinensis
1	|	880156	|	880156	|	Photorhabdus heterorhabditis
1	|	881260	|	881260	|	Enterobacter bugandensis
1	|	885379	|	885379	|	Tomato leaf curl Bangladesh betasatellite
1	|	906888	|	906888	|	Nonlabens ulvanivorans
1	|	911092	|	911092	|	Caldanaerobacter subterraneus
1	|	912594	|	912594	|	Mycolicibacterium iranicum
1	|	929813	|	929813	|	Gibbsiella quercinecans
1	|	930118	|	930118	|	Marinobacter persicus
1	|	930166	|	930166	|	Pseudomonas brassicacearum
1	|	930805	|	930805	|	Halioglobus japonicus
1	|	930965	|	930965	|	Chickpea chlorosis virus
1	|	931244	|	931244	|	Alphapapillomavirus 14
1	|	931866	|	931866	|	Bradyrhizobium ottawaense
1	|	936053	|	936053	|	Rhizopus delemar
1	|	938155	|	938155	|	Companilactobacillus futsaii
1	|	941463	|	941463	|	Gluconobacter kondonii
1	|	942865	|	942865	|	Cupriavidus plantarum
1	|	942866	|	942866	|	Cupriavidus alkaliphilus
1	|	944994	|	944994	|	Hollyhock yellow vein mosaic virus
1	|	945780	|	945780	|	Synechocystis salina
1	|	948102	|	948102	|	Mycobacteroides franklinii
1	|	948311	|	948311	|	Fusarium proliferatum
1	|	948519	|	948519	|	Aeromonas rivipollensis
1	|	980427	|	980427	|	Deinococcus wulumuqiensis
1	|	981384	|	981384	|	Ruegeria conchae
1	|	984307	|	984307	|	Paraburkholderia kururiensis
1	|	984962	|	984962	|	Heterobasidion irregulare
1	|	985002	|	985002	|	Staphylococcus argenteus
1	|	985762	|	985762	|	Staphylococcus agnetis
1	|	989370	|	989370	|	Bradyrhizobium manausense
1	|	1031542	|	1031542	|	Campylobacter volucris
1	|	1034125	|	1034125	|	Mycobacterium virus Faith1
1	|	1034346	|	1034346	|	Dielma fastidiosa
1	|	1038928	|	1038928	|	Streptomyces xinghaiensis
1	|	1047171	|	1047171	|	Zymoseptoria tritici
1	|	1049583	|	1049583	|	Kocuria indica
1	|	1049584	|	1049584	|	Rhodococcus enclensis
1	|	1050843	|	1050843	|	[Propionibacterium] humerusii
1	|	1051616	|	1051616	|	Verticillium nonalfalfae
1	|	1064539	|	1064539	|	Azospirillum baldaniorum
1	|	1069201	|	1069201	|	Aspergillus luchuensis
1	|	1069827	|	1069827	|	Listeria fleischmannii
1	|	1072176	|	1072176	|	Bokeloh bat lyssavirus
1	|	1076594	|	1076594	|	Acetobacter okinawensis
1	|	1076596	|	1076596	|	Acetobacter persici
1	|	1076926	|	1076926	|	Rhizobium laguerreae
1	|	1077675	|	1077675	|	Enterococcus plantarum
1	|	1078480	|	1078480	|	Haemophilus sputorum
1	|	1080349	|	1080349	|	Saccharomyces eubayanus
1	|	1089444	|	1089444	|	Dickeya solani
1	|	1099853	|	1099853	|	Coprobacter fastidiosus
1	|	1108595	|	1108595	|	Chromobacterium vaccinii
1	|	1109412	|	1109412	|	Brenneria goodwinii
1	|	1110546	|	1110546	|	Veillonella tobetsuensis
1	|	1117645	|	1117645	|	Elizabethkingia anophelis
1	|	1123961	|	1123961	|	Alicyclobacillus mali
1	|	1124835	|	1124835	|	Chryseobacterium carnipullorum
1	|	1131292	|	1131292	|	Enterococcus ureilyticus
1	|	1134687	|	1134687	|	Klebsiella michiganensis
1	|	1137606	|	1137606	|	Leptospira mayottensis
1	|	1138170	|	1138170	|	Rhizobium aethiopicum
1	|	1138189	|	1138189	|	Rhizobium bangladeshense
1	|	1138194	|	1138194	|	Rhizobium lentis
1	|	1138383	|	1138383	|	Mycobacterium paraintracellulare
1	|	1148157	|	1148157	|	Acinetobacter oleivorans
1	|	1148509	|	1148509	|	Pseudomonas prosekii
1	|	1149773	|	1149773	|	Phyllobacterium endophyticum
1	|	1150298	|	1150298	|	Fusicatenibacter saccharivorans
1	|	1155739	|	1155739	|	Moorea producens
1	|	1158302	|	1158302	|	Junonia vestina
1	|	1158459	|	1158459	|	Kosakonia sacchari
1	|	1159556	|	1159556	|	Ustilaginoidea virens
1	|	1160721	|	1160721	|	Ruminococcus bicirculans
1	|	1163398	|	1163398	|	Pseudomonas donghuensis
1	|	1166323	|	1166323	|	Sphingomonas carotinifaciens
1	|	1172565	|	1172565	|	Lonsdalea populi
1	|	1173061	|	1173061	|	Geotrichum candidum
1	|	1173585	|	1173585	|	Ruegeria arenilitoris
1	|	1173715	|	1173715	|	Zymoseptoria pseudotritici
1	|	1173716	|	1173716	|	Zymoseptoria ardabiliae
1	|	1175848	|	1175848	|	Gammapapillomavirus 6
1	|	1175849	|	1175849	|	Gammapapillomavirus 7
1	|	1175850	|	1175850	|	Gammapapillomavirus 8
1	|	1175851	|	1175851	|	Gammapapillomavirus 9
1	|	1175852	|	1175852	|	Gammapapillomavirus 10
1	|	1176145	|	1176145	|	Pipapillomavirus 2
1	|	1176148	|	1176148	|	Taupapillomavirus 1
1	|	1176150	|	1176150	|	Upsilonpapillomavirus 1
1	|	1176649	|	1176649	|	Agrobacterium fabrum
1	|	1177574	|	1177574	|	Prevotella jejuni
1	|	1177758	|	1177758	|	Chipapillomavirus 1
1	|	1183401	|	1183401	|	Agrobacterium fabacearum
1	|	1183412	|	1183412	|	Agrobacterium deltaense
1	|	1183413	|	1183413	|	Agrobacterium salinitolerans
1	|	1184720	|	1184720	|	Rhizobium anhuiense
1	|	1194427	|	1194427	|	Vibrio toranzoniae
1	|	1194757	|	1194757	|	Canine circovirus
1	|	1196083	|	1196083	|	Snodgrassella alvi
1	|	1196095	|	1196095	|	Gilliamella apicola
1	|	1201031	|	1201031	|	Pectobacterium aroidearum
1	|	1207504	|	1207504	|	Burkholderia pseudomultivorans
1	|	1211322	|	1211322	|	Deinococcus metallilatus
1	|	1211807	|	1211807	|	Pseudomonas kunmingensis
1	|	1218507	|	1218507	|	Lactobacillus melliventris
1	|	1218508	|	1218508	|	Bombilactobacillus mellis
1	|	1221500	|	1221500	|	Fictibacillus phosphorivorans
1	|	1230341	|	1230341	|	Salimicrobium jeotgali
1	|	1232575	|	1232575	|	Acidithiobacillus ferridurans
1	|	1232866	|	1232866	|	Caballeronia udeis
1	|	1234261	|	1234261	|	Didymodactylos carnosus
1	|	1234882	|	1234882	|	Dragonfly associated cyclovirus 4
1	|	1240404	|	1240404	|	Dickeya oryzae
1	|	1241978	|	1241978	|	Chryseobacterium bernardetii
1	|	1241981	|	1241981	|	Chryseobacterium lactis
1	|	1247836	|	1247836	|	Starmerella bacillaris
1	|	1263550	|	1263550	|	Edwardsiella piscicida
1	|	1276936	|	1276936	|	Staphylococcus petrasii
1	|	1284706	|	1284706	|	Fusarium ussurianum
1	|	1287055	|	1287055	|	Brachyspira hampsonii
1	|	1287735	|	1287735	|	Achromobacter insuavis
1	|	1287736	|	1287736	|	Achromobacter aegrifaciens
1	|	1287738	|	1287738	|	Achromobacter dolens
1	|	1288121	|	1288121	|	Alistipes senegalensis
1	|	1288410	|	1288410	|	Pseudomonas guariconensis
1	|	1296538	|	1296538	|	Lactiplantibacillus mudanjiangensis
1	|	1297617	|	1297617	|	Intestinimonas butyriciproducens
1	|	1298633	|	1298633	|	Aichivirus C
1	|	1303590	|	1303590	|	Bombilactobacillus bombi
1	|	1306993	|	1306993	|	Pseudomonas soli
1	|	1307800	|	1307800	|	Pegivirus A
1	|	1307955	|	1307955	|	Gluconobacter wancherniae
1	|	1310165	|	1310165	|	Ralstonia pseudosolanacearum
1	|	1324617	|	1324617	|	Paraburkholderia aspalathi
1	|	1325090	|	1325090	|	Bradyrhizobium guangdongense
1	|	1325107	|	1325107	|	Bradyrhizobium zhanjiangense
1	|	1330491	|	1330491	|	Cosavirus A
1	|	1330520	|	1330520	|	Enterovirus F
1	|	1330521	|	1330521	|	Enterovirus J
1	|	1331258	|	1331258	|	Bordetella pseudohinzii
1	|	1333651	|	1333651	|	Bifidobacterium moukalabense
1	|	1335613	|	1335613	|	Gordonibacter urolithinfaciens
1	|	1335626	|	1335626	|	Middle East respiratory syndrome-related coronavirus
1	|	1341132	|	1341132	|	Aspergillus welwitschiae
1	|	1341643	|	1341643	|	Yersinia wautersii
1	|	1342299	|	1342299	|	Sulfitobacter geojensis
1	|	1351752	|	1351752	|	Parastagonospora avenae
1	|	1353891	|	1353891	|	Achromobacter deleyi
1	|	1355374	|	1355374	|	Aliarcobacter lanthieri
1	|	1355477	|	1355477	|	Bradyrhizobium diazoefficiens
1	|	1381081	|	1381081	|	Vibrio panuliri
1	|	1389713	|	1389713	|	Mycobacterium paragordonae
1	|	1389922	|	1389922	|	Achromobacter mucicolens
1	|	1391911	|	1391911	|	Micrococcus aloeverae
1	|	1402135	|	1402135	|	Sulfitobacter pseudonitzschiae
1	|	1402861	|	1402861	|	Priestia filamentosa
1	|	1404367	|	1404367	|	Bradyrhizobium symbiodeficiens
1	|	1407499	|	1407499	|	Halobacterium hubeiense
1	|	1411144	|	1411144	|	Bacteroides caecigallinarum
1	|	1414603	|	1414603	|	Pigeon circovirus
1	|	1414720	|	1414720	|	Clostridium saudiense
1	|	1414721	|	1414721	|	Clostridium jeddahense
1	|	1420917	|	1420917	|	Marinobacter salarius
1	|	1421430	|	1421430	|	Pseudomonas granadensis
1	|	1432052	|	1432052	|	Eisenbergiella tayi
1	|	1435036	|	1435036	|	Acinetobacter bohemicus
1	|	1437360	|	1437360	|	Bradyrhizobium erythrophlei
1	|	1444770	|	1444770	|	Xylella taiwanensis
1	|	1458515	|	1458515	|	Tenacibaculum piscium
1	|	1462526	|	1462526	|	Virgibacillus massiliensis
1	|	1463165	|	1463165	|	Klebsiella quasipneumoniae
1	|	1465486	|	1465486	|	Frigidibacter albus
1	|	1465754	|	1465754	|	Alistipes timonensis
1	|	1468449	|	1468449	|	Holdemania massiliensis
1	|	1470434	|	1470434	|	Zhongshania aliphaticivorans
1	|	1472416	|	1472416	|	Butyricimonas faecihominis
1	|	1472761	|	1472761	|	Enorma massiliensis
1	|	1475143	|	1475143	|	Mink circovirus
1	|	1481663	|	1481663	|	Vibrio metoecus
1	|	1487726	|	1487726	|	Mycobacterium persicum
1	|	1494963	|	1494963	|	Listeria grandensis
1	|	1497681	|	1497681	|	Listeria newyorkensis
1	|	1499973	|	1499973	|	Escherichia marmotae
1	|	1502842	|	1502842	|	Acetobacter thailandicus
1	|	1503054	|	1503054	|	Burkholderia stagnalis
1	|	1503055	|	1503055	|	Burkholderia territorii
1	|	1505723	|	1505723	|	Lactobacillus bombicola
1	|	1507808	|	1507808	|	Pectobacterium actinidiae
1	|	1510841	|	1510841	|	Parasaccharibacter apium
1	|	1511761	|	1511761	|	Leuconostoc suionicum
1	|	1511783	|	1511783	|	Pasivirus A
1	|	1511871	|	1511871	|	Primate bocaparvovirus 1
1	|	1511891	|	1511891	|	Adeno-associated dependoparvovirus A
1	|	1513251	|	1513251	|	Dyoomikronpapillomavirus 1
1	|	1513256	|	1513256	|	Gammapapillomavirus 11
1	|	1513257	|	1513257	|	Gammapapillomavirus 12
1	|	1513258	|	1513258	|	Gammapapillomavirus 13
1	|	1513260	|	1513260	|	Gammapapillomavirus 15
1	|	1513263	|	1513263	|	Gammapapillomavirus 18
1	|	1513264	|	1513264	|	Gammapapillomavirus 19
1	|	1513276	|	1513276	|	Chipapillomavirus 3
1	|	1516159	|	1516159	|	Vibrio coralliirubri
1	|	1518534	|	1518534	|	Anopheles coluzzii
1	|	1530123	|	1530123	|	Acinetobacter seifertii
1	|	1534553	|	1534553	|	Duck aviadenovirus B
1	|	1534743	|	1534743	|	Vibrio hyugaensis
1	|	1535768	|	1535768	|	Streptomyces lunaelactis
1	|	1538159	|	1538159	|	Rhizobium hidalgonense
1	|	1545044	|	1545044	|	Paracoccus sanguinis
1	|	1548018	|	1548018	|	Helicobacter sanguini
1	|	1548713	|	1548713	|	Psittaciform 1 orthobornavirus
1	|	1549855	|	1549855	|	Haematospirillum jordaniae
1	|	1550024	|	1550024	|	Ruthenibacterium lactatiformans
1	|	1552123	|	1552123	|	Listeria booriae
1	|	1563222	|	1563222	|	Citrobacter pasteurii
1	|	1572645	|	1572645	|	Neptunomonas phycophila
1	|	1574161	|	1574161	|	Proteus terrae
1	|	1574624	|	1574624	|	Cutibacterium namnetense
1	|	1578165	|	1578165	|	Mycobacteroides saopaulense
1	|	1578720	|	1578720	|	Helicobacter ailurogastricus
1	|	1580596	|	1580596	|	Phaeobacter piscinae
1	|	1581557	|	1581557	|	Candidatus Methylopumilus planktonicus
1	|	1583098	|	1583098	|	Fusobacterium hwasookii
1	|	1602169	|	1602169	|	Prevotella pectinovora
1	|	1605838	|	1605838	|	Pseudomonas coleopterorum
1	|	1607738	|	1607738	|	Staphylococcus argensis
1	|	1607945	|	1607945	|	Katreus johnstonii
1	|	1608994	|	1608994	|	Pseudomonas weihenstephanensis
1	|	1608996	|	1608996	|	Pseudomonas helleri
1	|	1615674	|	1615674	|	Pseudomonas lactis
1	|	1617283	|	1617283	|	Flavobacterium nitrogenifigens
1	|	1619313	|	1619313	|	Erwinia gerundensis
1	|	1633631	|	1633631	|	Candidatus Kryptonium thompsoni
1	|	1639133	|	1639133	|	Citrobacter portucalensis
1	|	1642299	|	1642299	|	Streptomyces alfalfae
1	|	1642515	|	1642515	|	Zebra finch circovirus
1	|	1643429	|	1643429	|	Candidatus Kryptobacter tengchongensis
1	|	1648923	|	1648923	|	Bacillus paralicheniformis
1	|	1653434	|	1653434	|	Sellimonas intestinalis
1	|	1653831	|	1653831	|	Blattabacterium cuenoti
1	|	1654388	|	1654388	|	Staphylococcus schweitzeri
1	|	1654716	|	1654716	|	Bradyrhizobium viridifuturi
1	|	1655500	|	1655500	|	Campylobacter vulpis
1	|	1658174	|	1658174	|	Blastomyces percursus
1	|	1664069	|	1664069	|	Bacillus glycinifermentans
1	|	1678143	|	1678143	|	Orthohepevirus A
1	|	1678144	|	1678144	|	Orthohepevirus B
1	|	1678145	|	1678145	|	Orthohepevirus C
1	|	1686310	|	1686310	|	Bartonella apis
1	|	1689834	|	1689834	|	Acidithiobacillus ferriphilus
1	|	1697053	|	1697053	|	Oblitimonas alkaliphila
1	|	1708541	|	1708541	|	Wallemia mellicola
1	|	1708715	|	1708715	|	Ensifer aridi
1	|	1714619	|	1714619	|	Mammalian 1 orthobornavirus
1	|	1720200	|	1720200	|	Anaerotruncus rubiinfantis
1	|	1720313	|	1720313	|	Bittarella massiliensis
1	|	1737424	|	1737424	|	Blautia massiliensis
1	|	1748967	|	1748967	|	Citrobacter cronae
1	|	1755588	|	1755588	|	Sicinivirus A
