name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
FH26		contig00024	10630	11583	-	iroE	catecholate siderophore esterase IroE	plus	VIRULENCE	VIRULENCE			BLASTX	318	318	100.0	99.69	318	ACJ63530.1	catecholate siderophore esterase IroE		
FH26		contig00024	11671	12897	-	iroD	catecholate siderophore esterase IroD	plus	VIRULENCE	VIRULENCE			BLASTX	409	409	100.0	99.76	409	ACJ63529.1	catecholate siderophore esterase IroD		
FH26		contig00024	13004	16660	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE			BLASTX	1219	1219	100.0	99.51	1219	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC		
FH26		contig00024	16803	17915	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE			BLASTX	371	371	100.0	99.73	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB		
FH26		contig00024	21064	21402	-	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ90194.1	increased serum survival lipoprotein Iss		
FH26		contig00024	54319	56040	+	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE			BLASTX	574	576	100.0	95.31	576	EGI25746.1	aerobactin synthase IucA		
FH26		contig00024	56990	58729	+	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE			BLASTX	580	580	100.0	97.59	580	AAN82073.1	NIS family aerobactin synthetase IucC		
FH26		contig00024	58729	60003	+	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE			BLASTX	425	445	95.51	97.65	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD		
FH26		contig00024	60100	62286	+	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE			BLASTX	729	731	99.73	89.71	729	AAN45165.2	ferric aerobactin receptor IutA		
FH26		contig00050	9985	14097	+	pic	serine protease autotransporter toxin Pic	plus	VIRULENCE	VIRULENCE			EXACTX	1371	1371	100.0	100.0	1371	AAN78833.1	serine protease autotransporter toxin Pic		
FH26		contig00056	7220	9265	-	ireA	TonB-dependent siderophore receptor IreA	plus	VIRULENCE	VIRULENCE			BLASTX	682	682	100.0	99.71	682	AAN83596.1	TonB-dependent siderophore receptor IreA		
FH189		contig00001	276685	278040	-	glpT_E448K	Escherichia fosfomycin resistant GlpT	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	452	452	100.0	99.78	452	WP_000948731.1	glycerol-3-phosphate transporter GlpT		
FH189		contig00002	160100	161230	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	97.88	377	WP_063860454.1	cephalosporin-hydrolyzing class C beta-lactamase EC-8		
FH189		contig00002	318879	320108	-	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	410	410	100.0	97.56	410	AAC77293.1	multidrug efflux MFS transporter MdtM		
FH189		contig00003	388710	393263	-	sslE	lipoprotein metalloprotease SslE	plus	VIRULENCE	VIRULENCE			BLASTX	1518	1520	100.0	96.32	1520	ADE89421.1	lipoprotein metalloprotease SslE		
FH189		contig00004	274247	278491	-	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE			BLASTX	1415	1416	100.0	98.09	1416	ABE05822.1	intimin-like adhesin FdeC		
FH189		contig00004	296757	299417	+	vactox	vacuolating autotransporter toxin Vat	plus	VIRULENCE	VIRULENCE			PARTIALX	887	1376	64.46	99.44	887	AAN78874.1	vacuolating autotransporter toxin Vat		
FH189		contig00006	195087	198188	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.0	99.52	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
FH189		contig00008	147534	147863	-	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.0	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE		
FH189		contig00012	65339	67882	-	cyaA_S352T	Escherichia fosmidomycin resistant CyaA	core	AMR	POINT	FOSMIDOMYCIN	FOSMIDOMYCIN	POINTX	848	848	100.0	99.29	848	WP_000281668.1	adenylate cyclase CyaA		
FH189		contig00013	17656	18843	+	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	396	396	100.0	99.75	396	EFF04178.1	multidrug efflux MFS transporter EmrD		
FH189		contig00013	75428	75997	-	lpfA	long polar fimbria major subunit LpfA-O113	plus	VIRULENCE	VIRULENCE			BLASTX	190	190	100.0	98.95	190	ACB16424.1	long polar fimbria major subunit LpfA-O113		
FH189		contig00016	14501	14839	+	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ97644.1	increased serum survival lipoprotein Iss		
FH189		contig00018	9766	11565	-	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE			BLASTX	600	600	100.0	99.67	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ		
FH189		contig00018	11555	13354	-	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE			BLASTX	600	600	100.0	99.5	600	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP		
FH189		contig00034	10017	14129	+	pic	serine protease autotransporter toxin Pic	plus	VIRULENCE	VIRULENCE			BLASTX	1371	1371	100.0	99.85	1371	AAN78833.1	serine protease autotransporter toxin Pic		
FH189		contig00038	7193	8914	+	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE			BLASTX	574	576	100.0	95.31	576	EGI25746.1	aerobactin synthase IucA		
FH189		contig00038	8918	9862	+	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	95.87	315	AAN82074.1	N(6)-hydroxylysine O-acetyltransferase IucB		
FH189		contig00038	9865	11604	+	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE			BLASTX	580	580	100.0	97.59	580	AAN82073.1	NIS family aerobactin synthetase IucC		
FH189		contig00038	11604	12878	+	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE			BLASTX	425	445	95.51	97.18	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD		
FH189		contig00038	12975	15161	+	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE			BLASTX	729	731	99.73	89.71	729	AAN45165.2	ferric aerobactin receptor IutA		
FH189		contig00049	1373	1636	-	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID			BLASTX	88	88	100.0	98.86	88	AAC74250.1	biofilm/acid-resistance regulator AriR		
FH189		contig00052	257	2302	+	ireA	TonB-dependent siderophore receptor IreA	plus	VIRULENCE	VIRULENCE			BLASTX	682	682	100.0	99.85	682	AAN83596.1	TonB-dependent siderophore receptor IreA		
FH41		contig00004	193926	197027	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.0	99.52	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
FH41		contig00008	109198	109461	+	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID			BLASTX	88	88	100.0	98.86	88	AAC74250.1	biofilm/acid-resistance regulator AriR		
FH41		contig00015	95544	95873	-	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.0	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE		
FH41		contig00016	30417	34664	-	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE			BLASTX	1416	1416	100.0	94.56	1416	ABE05822.1	intimin-like adhesin FdeC		
FH41		contig00018	14473	14811	+	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ97644.1	increased serum survival lipoprotein Iss		
FH41		contig00021	49469	50698	+	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	410	410	100.0	97.8	410	AAC77293.1	multidrug efflux MFS transporter MdtM		
FH41		contig00024	49263	49796	+	lpfA1	long polar fimbria major subunit LpfA1	plus	VIRULENCE	VIRULENCE			BLASTX	178	178	100.0	98.31	178	OPH66324.1	long polar fimbria major subunit LpfA1		
FH41		contig00025	55182	55613	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.0	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR		
FH41		contig00025	55685	56032	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.0	100.0	116	AAB59075.1	mercuric transport protein MerT		
FH41		contig00025	56049	56321	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.0	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP		
FH41		contig00025	56360	56779	+	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.0	100.0	140	AAC33908.1	organomercurial transporter MerC		
FH41		contig00025	62094	62564	-	dfrA5	trimethoprim-resistant dihydrofolate reductase DfrA5	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_001317507.1	trimethoprim-resistant dihydrofolate reductase DfrA5		
FH41		contig00025	69080	70276	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)		
FH41		contig00025	81728	82036	+	cvaC	colicin V	plus	VIRULENCE	VIRULENCE			EXACTX	103	103	100.0	100.0	103	CAA40746.1	colicin V		
FH41		contig00025	82212	84305	-	mchF	microcin H47 export transporter peptidase/ATP-binding subunit MchF	plus	VIRULENCE	VIRULENCE			EXACTX	698	698	100.0	100.0	698	CAA40744.1	microcin H47 export transporter peptidase/ATP-binding subunit MchF		
FH41		contig00025	89486	91339	+	iroN	siderophore salmochelin receptor IroN	plus	VIRULENCE	VIRULENCE			PARTIAL_CONTIG_ENDX	618	725	85.24	100.0	618	AAN76093.1	siderophore salmochelin receptor IroN		
FH41		contig00030	4553	6646	-	mchF	microcin H47 export transporter peptidase/ATP-binding subunit MchF	plus	VIRULENCE	VIRULENCE			BLASTX	698	698	100.0	98.42	698	CAD56186.1	microcin H47 export transporter peptidase/ATP-binding subunit MchF		
FH41		contig00032	74418	75773	+	glpT_E448K	Escherichia fosfomycin resistant GlpT	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	452	452	100.0	99.12	452	WP_000948731.1	glycerol-3-phosphate transporter GlpT		
FH41		contig00034	13390	13728	+	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ97644.1	increased serum survival lipoprotein Iss		
FH41		contig00035	51528	52658	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	99.2	377	ABS58643.1	BlaEC family class C beta-lactamase		
FH41		contig00036	14449	15867	+	espX1	type III secretion system effector EspX1	plus	VIRULENCE	VIRULENCE			BLASTX	473	473	100.0	93.87	473	ADD54679.1	type III secretion system effector EspX1		
FH41		contig00048	13745	14083	+	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ90194.1	increased serum survival lipoprotein Iss		
FH41		contig00048	17232	18344	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE			BLASTX	371	371	100.0	99.73	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB		
FH41		contig00048	18487	20619	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE			PARTIAL_CONTIG_ENDX	711	1219	58.33	99.72	711	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC		
FH41		contig00052	552	2738	-	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE			BLASTX	729	731	99.73	89.71	729	AAN45165.2	ferric aerobactin receptor IutA		
FH41		contig00052	2835	4109	-	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE			BLASTX	425	445	95.51	97.65	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD		
FH41		contig00052	4109	5848	-	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE			BLASTX	580	580	100.0	97.59	580	AAN82073.1	NIS family aerobactin synthetase IucC		
FH41		contig00052	5851	6795	-	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	95.87	315	AAN82074.1	N(6)-hydroxylysine O-acetyltransferase IucB		
FH41		contig00052	6799	8520	-	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE			BLASTX	574	576	100.0	95.31	576	EGI25746.1	aerobactin synthase IucA		
FH41		contig00054	4177	6804	+	sfaF	S/F1C fimbrial biogenesis usher protein SfaF/FocD	plus	VIRULENCE	VIRULENCE			BLASTX	876	876	100.0	99.54	876	ASJ31253.1	S/F1C fimbrial biogenesis usher protein SfaF/FocD		
FH41		contig00070	455	1681	-	iroD	catecholate siderophore esterase IroD	plus	VIRULENCE	VIRULENCE			BLASTX	409	409	100.0	99.76	409	ACJ63529.1	catecholate siderophore esterase IroD		
FH41		contig00087	3	566	-	iroE	catecholate siderophore esterase IroE	plus	VIRULENCE	VIRULENCE			PARTIAL_CONTIG_ENDX	188	318	59.12	99.47	188	ACJ63530.1	catecholate siderophore esterase IroE		
AVC11		contig00002	252974	253303	-	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.0	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE		
AVC11		contig00002	312479	314278	-	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE			BLASTX	600	600	100.0	99.5	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ		
AVC11		contig00002	314268	316067	-	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE			BLASTX	600	600	100.0	99.5	600	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP		
AVC11		contig00003	298141	299508	-	ibeA	putative intracellular survival FAD-dependent oxidoreductase IbeA	plus	VIRULENCE	VIRULENCE			BLASTX	456	456	100.0	97.81	456	AAF98391.2	putative intracellular survival FAD-dependent oxidoreductase IbeA		
AVC11		contig00004	209176	209439	-	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID			BLASTX	88	88	100.0	97.73	88	AAC74250.1	biofilm/acid-resistance regulator AriR		
AVC11		contig00004	236171	236509	+	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	AAN80033.1	increased serum survival lipoprotein Iss		
AVC11		contig00006	221216	224317	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.0	99.61	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
AVC11		contig00010	144645	145775	+	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	99.47	377	WP_001443153.1	cephalosporin-hydrolyzing class C beta-lactamase EC-5		
AVC11		contig00014	100305	101660	+	glpT_E448K	Escherichia fosfomycin resistant GlpT	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	452	452	100.0	99.56	452	WP_000948731.1	glycerol-3-phosphate transporter GlpT		
AVC11		contig00020	6794	8182	-	uhpT_E350Q	Escherichia fosfomycin resistant UhpT	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	463	463	100.0	99.78	463	WP_000879194.1	hexose phosphate transporter UhpT		
AVC11		contig00020	15732	16919	+	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	396	396	100.0	98.99	396	EFF04178.1	multidrug efflux MFS transporter EmrD		
AVC11		contig00030	1	2313	-	vactox	vacuolating autotransporter toxin Vat	plus	VIRULENCE	VIRULENCE			PARTIAL_CONTIG_ENDX	771	1376	56.03	99.87	771	AAN78874.1	vacuolating autotransporter toxin Vat		
AVC11		contig00030	22021	26268	+	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE			BLASTX	1416	1416	100.0	98.59	1416	ABE05822.1	intimin-like adhesin FdeC		
AVC11		contig00032	4964	5272	+	cvaC	colicin V	plus	VIRULENCE	VIRULENCE			EXACTX	103	103	100.0	100.0	103	CAA40746.1	colicin V		
AVC11		contig00032	5448	7541	-	mchF	microcin H47 export transporter peptidase/ATP-binding subunit MchF	plus	VIRULENCE	VIRULENCE			BLASTX	698	698	100.0	99.86	698	CAA40744.1	microcin H47 export transporter peptidase/ATP-binding subunit MchF		
AVC11		contig00032	12712	14886	+	iroN	siderophore salmochelin receptor IroN	plus	VIRULENCE	VIRULENCE			EXACTX	725	725	100.0	100.0	725	AAN76093.1	siderophore salmochelin receptor IroN		
AVC11		contig00032	14937	15890	-	iroE	catecholate siderophore esterase IroE	plus	VIRULENCE	VIRULENCE			BLASTX	318	318	100.0	99.69	318	ACJ63530.1	catecholate siderophore esterase IroE		
AVC11		contig00032	15978	17204	-	iroD	catecholate siderophore esterase IroD	plus	VIRULENCE	VIRULENCE			EXACTX	409	409	100.0	100.0	409	ACJ63529.1	catecholate siderophore esterase IroD		
AVC11		contig00032	17311	20967	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE			BLASTX	1219	1219	100.0	99.51	1219	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC		
AVC11		contig00032	21110	22222	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE			BLASTX	371	371	100.0	99.73	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB		
AVC11		contig00032	25370	25708	-	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ90194.1	increased serum survival lipoprotein Iss		
AVC11		contig00033	19249	23817	-	sslE	lipoprotein metalloprotease SslE	plus	VIRULENCE	VIRULENCE			INTERNAL_STOP	1523	1520	100.0	92.72	1524	ADE89421.1	lipoprotein metalloprotease SslE		
AVC11		contig00042	7963	8820	+	blaTEM-1	class A broad-spectrum beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	class A broad-spectrum beta-lactamase TEM-1		
AVC11		contig00042	9319	10515	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)		
AVC11		contig00042	12335	12766	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.0	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR		
AVC11		contig00042	12838	13185	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.0	100.0	116	AAB59075.1	mercuric transport protein MerT		
AVC11		contig00042	13202	13474	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.0	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP		
AVC11		contig00042	13513	13932	+	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.0	100.0	140	AAC33908.1	organomercurial transporter MerC		
AVC11		contig00042	19944	20780	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
AVC11		contig00042	20777	21121	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
AVC11		contig00042	21288	22076	-	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001206317.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1		
AVC11		contig00042	22172	22642	-	dfrA1	trimethoprim-resistant dihydrofolate reductase DfrA1	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_000777555.1	trimethoprim-resistant dihydrofolate reductase DfrA1		
AVC11		contig00047	414	2600	-	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE			BLASTX	729	731	99.73	89.85	729	AAN45165.2	ferric aerobactin receptor IutA		
AVC11		contig00047	2697	3971	-	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE			BLASTX	425	445	95.51	97.65	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD		
AVC11		contig00047	3971	5710	-	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE			BLASTX	580	580	100.0	97.59	580	AAN82073.1	NIS family aerobactin synthetase IucC		
AVC11		contig00047	5713	6657	-	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	96.19	315	AAN82074.1	N(6)-hydroxylysine O-acetyltransferase IucB		
AVC11		contig00047	6661	8382	-	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE			BLASTX	574	576	100.0	95.31	576	EGI25746.1	aerobactin synthase IucA		
AVC11		contig00059	1	2316	-	tsh	temperature-sensitive protease autotransporter hemagglutinin Tsh	plus	VIRULENCE	VIRULENCE			PARTIAL_CONTIG_ENDX	772	1377	56.06	99.61	772	AAA24698.1	temperature-sensitive protease autotransporter hemagglutinin Tsh		
FH4		contig00001	24335	25564	-	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	410	410	100.0	97.56	410	AAC77293.1	multidrug efflux MFS transporter MdtM		
FH4		contig00002	83109	84464	+	glpT_E448K	Escherichia fosfomycin resistant GlpT	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	452	452	100.0	99.78	452	WP_000948731.1	glycerol-3-phosphate transporter GlpT		
FH4		contig00003	2	2581	-	vactox	vacuolating autotransporter toxin Vat	plus	VIRULENCE	VIRULENCE			PARTIAL_CONTIG_ENDX	860	1376	62.5	100.0	860	AAN78874.1	vacuolating autotransporter toxin Vat		
FH4		contig00003	19382	23626	+	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE			BLASTX	1415	1416	100.0	98.09	1416	ABE05822.1	intimin-like adhesin FdeC		
FH4		contig00004	240299	240562	-	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID			BLASTX	88	88	100.0	98.86	88	AAC74250.1	biofilm/acid-resistance regulator AriR		
FH4		contig00009	5205	8306	-	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.0	99.52	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
FH4		contig00013	65520	68063	-	cyaA_S352T	Escherichia fosmidomycin resistant CyaA	core	AMR	POINT	FOSMIDOMYCIN	FOSMIDOMYCIN	POINTX	848	848	100.0	99.29	848	WP_000281668.1	adenylate cyclase CyaA		
FH4		contig00014	82284	82622	-	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ97644.1	increased serum survival lipoprotein Iss		
FH4		contig00019	56482	58281	+	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE			BLASTX	600	600	100.0	99.5	600	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP		
FH4		contig00019	58271	60070	+	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE			BLASTX	600	600	100.0	99.67	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ		
FH4		contig00021	55478	55942	-	terW	tellurium resistance protein TerW	plus	STRESS	METAL	TELLURIUM	TELLURIUM	EXACTX	155	155	100.0	100.0	155	AAC44736.1	tellurium resistance protein TerW		
FH4		contig00021	62516	63094	+	terZ	tellurium resistance-associated protein TerZ	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	193	193	100.0	99.48	193	AAA86846.1	tellurium resistance-associated protein TerZ		
FH4		contig00021	65844	66419	+	terD	tellurium resistance membrane protein TerD	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	192	192	100.0	95.83	192	AAA98292.1	tellurium resistance membrane protein TerD		
FH4		contig00021	73949	74782	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id		
FH4		contig00021	74785	75609	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	275	275	100.0	100.0	275	WP_109545041.1	aminoglycoside O-phosphotransferase APH(3'')-Ib		
FH4		contig00021	78121	78933	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	BLASTX	271	271	100.0	99.63	271	WP_000018321.1	aminoglycoside O-phosphotransferase APH(3')-Ia		
FH4		contig00027	19017	20204	+	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	396	396	100.0	99.75	396	EFF04178.1	multidrug efflux MFS transporter EmrD		
FH4		contig00031	25465	25794	-	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.0	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE		
FH4		contig00041	29991	30560	+	lpfA	long polar fimbria major subunit LpfA-O113	plus	VIRULENCE	VIRULENCE			BLASTX	190	190	100.0	98.95	190	ACB16424.1	long polar fimbria major subunit LpfA-O113		
