Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
AVC197	-	O45	H19	O45:H19	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O45-3-wzx-origin;O45-20-wzy;H19-2-fliC-origin;	99.921;100;100;	100;100;100;	contig00004;contig00004;contig00009;	45227-46486;43116-43803;40298-42139;	1260;688;1842;	v1.0 (11-03-2020)	-
FH40	-	O78	H4	O78:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O78-4-wzx;O78-5-wzy;H4-1-fliC-origin;	99.929;100;99.905;	100;100;100;	contig00007;contig00007;contig00012;	43695-45110;47837-48958;7049-8098;	1416;1122;1050;	v1.0 (11-03-2020)	-
AVC96	-	O78	H4	O78:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O78-1-wzx-origin;O78-2-wzy-origin;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00006;contig00006;contig00011;	24429-25844;28571-29692;88856-89905;	1416;1122;1050;	v1.0 (11-03-2020)	-
FH42	-	O24	H26	O24:H26	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H26-4-fliC;	99.916;100;99.94;	100;100;100;	contig00020;contig00020;contig00002;	51577-52770;50509-51561;43172-44844;	1194;1053;1673;	v1.0 (11-03-2020)	-
FH152	-	O71	H4	O71:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O71-1-wzx-origin;O71-2-wzy-origin;H4-2-fliC-origin;	99.922;100;100;	100;100;100;	contig00040;contig00040;contig00030;	12893-14167;15572-16861;32654-33703;	1275;1290;1050;	v1.0 (11-03-2020)	-
FH183	-	O167	H4	O167:H4	-	Based on 3 allele(s)	wzx:1;wzy:0.998;fliC:1;	O167-4-wzx;O167-5-wzy;H4-2-fliC-origin;	100;99.84;100;	100;100;100;	contig00001;contig00001;contig00010;	12796-14061;7420-8670;92849-93898;	1266;1251;1050;	v1.0 (11-03-2020)	-
FH202	-	O153	H4	O153:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.99;	O153-3-wzx-origin;O153-4-wzy-origin;H4-1-fliC-origin;	100;100;99.333;	100;100;100;	contig00035;contig00035;contig00027;	47195-48373;45060-46238;32697-33746;	1179;1179;1050;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
FH198	-	O53	H4	O53:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:0.999;fliC:1;	O53-1-wzx-origin;O53-2-wzy-origin;H4-2-fliC-origin;	99.919;99.923;100;	100;100;100;	contig00036;contig00036;contig00010;	26293-27522;23902-25194;100226-101275;	1230;1293;1050;	v1.0 (11-03-2020)	-
FH145	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00023;contig00023;contig00011;	43113-44357;45390-46568;90540-92204;	1245;1179;1665;	v1.0 (11-03-2020)	-
FH170	-	O53	H18	O53:H18	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:0.98;	O53-1-wzx-origin;O53-2-wzy-origin;H18-2-fliC;	99.919;100;98.018;	100;100;100;	contig00020;contig00020;contig00012;	61027-62256;63355-64647;111500-113164;	1230;1293;1665;	v1.0 (11-03-2020)	-
FH117	-	O78	H4	O78:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O78-4-wzx;O78-5-wzy;H4-2-fliC-origin;	99.929;100;100;	100;100;100;	contig00001;contig00001;contig00013;	27092-28507;31234-32355;88887-89936;	1416;1122;1050;	v1.0 (11-03-2020)	-
FH81	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O1-1-wzx-origin;O1-6-wzy;H7-3-fliC-origin;	99.919;100;100;	100;100;100;	contig00003;contig00003;contig00002;	27845-29071;24573-25577;33820-35577;	1227;1005;1758;	v1.0 (11-03-2020)	-
FH43	-	O24	H26	O24:H26	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H26-4-fliC;	99.916;100;99.94;	100;100;100;	contig00020;contig00020;contig00002;	41274-42467;42483-43535;43172-44844;	1194;1053;1673;	v1.0 (11-03-2020)	-
FH188	-	O2	H1	O2:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-14-wzy;H1-5-fliC;	100;100;100;	100;100;100;	contig00002;contig00002;contig00013;	341386-342648;344360-345322;87515-89302;	1263;963;1788;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH107	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-7-wzx;O2-16-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00018;contig00018;contig00002;	41546-42808;38872-39834;134612-135922;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH66	-	O5/O15/O159	H18	O5/O15/O159:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O5-1-wzx-origin/O15-4-wzx;O5-2-wzy-origin/O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00075/contig00042;contig00075/contig00042;contig00437;	4310-5566/215-1459;5567-6883/2492-3670;1808-3472;	1257/1245;1317/1179;1665;	v1.0 (11-03-2020)	-
FH140	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00002;contig00002;contig00001;	409736-410980;412013-413191;93970-95634;	1245;1179;1665;	v1.0 (11-03-2020)	-
AVC58	-	O78	H4	O78:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O78-4-wzx;O78-5-wzy;H4-2-fliC-origin;	99.929;100;100;	100;100;100;	contig00001;contig00001;contig00011;	23815-25230;27957-29078;40802-41851;	1416;1122;1050;	v1.0 (11-03-2020)	-
FH177	-	O2	H1	O2:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-14-wzy;H1-5-fliC;	100;100;100;	100;100;100;	contig00019;contig00019;contig00003;	76351-77613;73677-74639;253387-255174;	1263;963;1788;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH153	-	O88	H38	O88:H38	-	Based on 2 allele(s)	wzx:0.955;fliC:1;	O88-3-wzx;H38-3-fliC-origin;	95.542;100;	100;100;	contig00012;contig00001;	41567-43024;354470-355813;	1458;1344;	v1.0 (11-03-2020)	-
FH79	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O1-1-wzx-origin;O1-6-wzy;H7-3-fliC-origin;	99.919;100;100;	100;100;100;	contig00019;contig00019;contig00002;	27813-29039;24541-25545;405100-406857;	1227;1005;1758;	v1.0 (11-03-2020)	-
FH147	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00026;contig00026;contig00013;	344-1588;2621-3799;90572-92236;	1245;1179;1665;	v1.0 (11-03-2020)	-
AVC167	-	O45	H19	O45:H19	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O45-3-wzx-origin;O45-20-wzy;H19-2-fliC-origin;	99.921;100;100;	100;100;100;	contig00005;contig00005;contig00002;	49176-50435;47065-47752;40789-42630;	1260;688;1842;	v1.0 (11-03-2020)	-
FH70	-	O119	H4	O119:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O119-1-wzx-origin;O119-2-wzy-origin;H4-2-fliC-origin;	99.933;100;100;	100;100;100;	contig00038;contig00038;contig00015;	17948-19435;20577-21779;23137-24186;	1488;1203;1050;	v1.0 (11-03-2020)	-
FH139	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00001;contig00001;contig00012;	188042-189286;190319-191497;90572-92236;	1245;1179;1665;	v1.0 (11-03-2020)	-
FH143	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00023;contig00023;contig00010;	43202-44446;45479-46657;93938-95602;	1245;1179;1665;	v1.0 (11-03-2020)	-
FH105	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-7-wzx;O2-16-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00003;contig00003;contig00002;	47967-49229;45293-46255;182812-184122;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH208	-	O182	H25	O182:H25	-	Based on 3 allele(s)	wzx:0.994;wzy:0.993;fliC:1;	O182-1-wzx-origin;O182-2-wzy-origin;H25-11-fliC;	99.405;99.267;99.924;	100;100;100;	contig00032;contig00032;contig00002;	41364-42707;37862-39088;33781-35100;	1344;1227;1320;	v1.0 (11-03-2020)	-
AVC226	-	O63	H4	O63:H4	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O63-2-wzx-origin;O63-4-wzy-origin;H4-1-fliC-origin;	100;99.924;99.905;	100;100;100;	contig00006;contig00006;contig00012;	194113-195375;196871-198181;7049-8098;	1263;1311;1050;	v1.0 (11-03-2020)	-
FH33	-	O8	H30	O8:H30	-	Based on 2 allele(s)	wzm:0.679;fliC:1;	O8-22-wzm;H30-5-fliC;	99.815;99.942;	68;100;	contig00048;contig00002;	152-692;7178-8890;	541;1713;	v1.0 (11-03-2020)	-
FH29	-	O15	H6	O15:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-1-wzx-origin;O15-2-wzy-origin;H6-17-fliC;	100;100;100;	100;100;100;	contig00037;contig00037;contig00009;	173-1417;2450-3628;97236-98888;	1245;1179;1653;	v1.0 (11-03-2020)	-
AVC126	-	O45	H19	O45:H19	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O45-3-wzx-origin;O45-20-wzy;H19-2-fliC-origin;	99.921;100;100;	100;100;100;	contig00004;contig00004;contig00002;	181820-183079;184503-185190;280628-282469;	1260;688;1842;	v1.0 (11-03-2020)	-
AVC222	-	O111	H4	O111:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O111-12-wzx;O111-24-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00053;contig00053;contig00029;	6112-7377;5070-6122;14413-15462;	1266;1053;1050;	v1.0 (11-03-2020)	-
AVC220	-	O78	H4	O78:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:0.54;fliC:1;	O78-4-wzx;O78-5-wzy;H4-2-fliC-origin;	99.859;100;100;	100;54;100;	contig00057;contig00057;contig00012;	23488-24903;27630-28238;88868-89917;	1416;609;1050;	v1.0 (11-03-2020)	-
AVC35	-	O168	H28	O168:H28	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O168-1-wzx-origin;O168-2-wzy-origin;H28-7-fliC;	100;100;100;	100;100;100;	contig00001;contig00001;contig00027;	623387-624658;627075-628307;6978-8717;	1272;1233;1740;	v1.0 (11-03-2020)	-
AVC200	-	O45	H19	O45:H19	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O45-3-wzx-origin;O45-20-wzy;H19-2-fliC-origin;	99.921;100;100;	100;100;100;	contig00001;contig00001;contig00009;	49184-50443;47073-47760;122009-123850;	1260;688;1842;	v1.0 (11-03-2020)	-
FH102	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-7-wzx;O2-16-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00004;contig00004;contig00002;	349211-350473;352185-353147;386770-388080;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH199	-	O53	H4	O53:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:0.999;fliC:1;	O53-1-wzx-origin;O53-2-wzy-origin;H4-2-fliC-origin;	99.919;99.923;100;	100;100;100;	contig00038;contig00038;contig00012;	10928-12157;13256-14548;42010-43059;	1230;1293;1050;	v1.0 (11-03-2020)	-
FH13	-	O116	H16	O116:H16	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O116-5-wzx;O116-2-wzy-origin;H16-25-fliC;	100;100;100;	100;100;100;	contig00016;contig00016;contig00004;	37684-39111;33835-34995;43975-45549;	1428;1161;1575;	v1.0 (11-03-2020)	-
FH131	-	O154	H8	O154:H8	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O154-1-wzx-origin;O154-2-wzy-origin;H8-2-fliC-origin;	100;99.904;100;	100;100;100;	contig00031;contig00031;contig00001;	5045-6337;9506-10546;7262-8740;	1293;1041;1479;	v1.0 (11-03-2020)	-
FH205	-	O53	H4	O53:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:0.999;fliC:1;	O53-1-wzx-origin;O53-2-wzy-origin;H4-2-fliC-origin;	99.919;99.923;100;	100;100;100;	contig00038;contig00038;contig00012;	26293-27522;23902-25194;42010-43059;	1230;1293;1050;	v1.0 (11-03-2020)	-
FH54	-	O115	H4	O115:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O115-1-wzx-origin;O115-2-wzy-origin;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00001;contig00001;contig00014;	632150-633637;634445-635512;88854-89903;	1488;1068;1050;	v1.0 (11-03-2020)	-
FH32	-	O86	H25	O86:H25	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O86-7-wzx;O86-4-wzy-origin;H25-11-fliC;	100;100;100;	100;100;100;	contig00038;contig00038;contig00007;	3221-4423;5054-6454;7161-8480;	1203;1401;1320;	v1.0 (11-03-2020)	-
AVC8	-	O2	H1	O2:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-14-wzy;H1-5-fliC;	100;100;100;	100;100;100;	contig00032;contig00032;contig00010;	10440-11702;13414-14376;111456-113243;	1263;963;1788;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH112	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-15-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00015;contig00015;contig00002;	10436-11698;13410-14372;422840-424150;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
AVC109	-	O124	H18	O124:H18	-	Based on 2 allele(s)	wzy:0.999;fliC:0.98;	O124-4-wzy-origin;H18-2-fliC;	99.916;97.958;	100;100;	contig00039;contig00035;	28478-29662;29375-31039;	1185;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 13:O124/O164 as per A.Iguchi et.al (PMID: 25428893)
AVC77	-	O111	H4	O111:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O111-12-wzx;O111-24-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00055;contig00055;contig00029;	6112-7377;5070-6122;42780-43829;	1266;1053;1050;	v1.0 (11-03-2020)	-
FH191	-	O24	H4	O24:H4	-	Based on 3 allele(s)	wzx:0.997;wzy:0.999;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H4-2-fliC-origin;	99.749;99.905;99.905;	100;100;100;	contig00018;contig00018;contig00008;	31292-32485;32501-33553;136442-137491;	1194;1053;1050;	v1.0 (11-03-2020)	-
FH194	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-6-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	contig00008;contig00008;contig00001;	29356-30582;26084-27088;386614-388371;	1227;1005;1758;	v1.0 (11-03-2020)	-
FH115	-	O78	H4	O78:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O78-4-wzx;O78-5-wzy;H4-2-fliC-origin;	99.929;100;100;	100;100;100;	contig00001;contig00001;contig00015;	638853-640268;635005-636126;88886-89935;	1416;1122;1050;	v1.0 (11-03-2020)	-
FH90	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-7-wzx;O2-16-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00003;contig00003;contig00008;	41546-42808;38872-39834;80498-81808;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
AVC105	-	O11	H15	O11:H15	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O11-3-wzx;O11-6-wzy;H15-1-fliC-origin;	100;100;100;	100;100;100;	contig00015;contig00015;contig00016;	73018-74253;74984-76219;37569-39257;	1236;1236;1689;	v1.0 (11-03-2020)	-
FH118	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00034;contig00034;contig00010;	30304-31548;28093-29271;93938-95602;	1245;1179;1665;	v1.0 (11-03-2020)	-
AVC39	-	-	H15	-:H15	-	Based on 1 allele(s)	fliC:1;	H15-1-fliC-origin;	100;	100;	contig00027;	30266-31954;	1689;	v1.0 (11-03-2020)	-
FH197	-	O53	H4	O53:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:0.999;fliC:1;	O53-1-wzx-origin;O53-2-wzy-origin;H4-2-fliC-origin;	99.919;99.923;100;	100;100;100;	contig00037;contig00037;contig00012;	26293-27522;23902-25194;43217-44266;	1230;1293;1050;	v1.0 (11-03-2020)	-
AVC232	-	O24	H26	O24:H26	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H26-4-fliC;	99.916;100;99.94;	100;100;100;	contig00011;contig00011;contig00004;	41283-42476;42492-43544;43785-45457;	1194;1053;1673;	v1.0 (11-03-2020)	-
FH129	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
FH86	-	O15	H40	O15:H40	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H40-1-fliC-origin;	100;100;100;	100;100;100;	contig00202;contig00202;contig00302;	7458-8702;5247-6425;170-1648;	1245;1179;1479;	v1.0 (11-03-2020)	-
AVC103	-	O153	H7	O153:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H7-3-fliC-origin;	100;100;100;	100;100;100;	contig00023;contig00023;contig00019;	68369-69547;66234-67412;40510-42267;	1179;1179;1758;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
FH17	-	O116	H16	O116:H16	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O116-5-wzx;O116-2-wzy-origin;H16-25-fliC;	100;100;100;	100;100;100;	contig00016;contig00016;contig00004;	62794-64221;66910-68070;43978-45552;	1428;1161;1575;	v1.0 (11-03-2020)	-
